gender,tenure,service_1,service_2,tariff,expencies,RESULT
M,6,Yes,Yes,PRE,75.5,Yes
F,4,Yes,No,PRE,73.75,Yes
M,12,Yes,Yes,PRE,96.05,Yes
F,58,Yes,Yes,POST,68.4,No
F,7,Yes,No,PRE,20.65,No
F,65,Yes,No,PRE,55.15,No
M,1,Yes,No,PRE,70.6,No
M,56,Yes,No,POST,19.95,No
M,4,Yes,No,PRE,19,No
F,58,Yes,No,POST,44.1,No
M,62,Yes,Yes,POST,107.6,No
M,26,Yes,Yes,POST,61.55,No
M,62,Yes,Yes,PRE,90.7,No
F,58,Yes,No,POST,99.25,No
F,68,Yes,Yes,POST,91.7,No
F,61,Yes,Yes,POST,100.7,No
F,42,Yes,Yes,POST,78.45,No
M,18,Yes,Yes,PRE,84.3,No
F,56,Yes,No,POST,19.55,No
F,4,Yes,Yes,PRE,88.95,Yes
F,4,Yes,No,PRE,20.45,No
F,35,Yes,No,POST,55.6,No
F,64,Yes,Yes,PRE,86.8,No
F,31,Yes,No,POST,20.95,No
F,67,Yes,No,POST,20.05,No
F,4,Yes,No,PRE,50.7,Yes
F,70,Yes,Yes,POST,113.65,No
M,3,Yes,No,PRE,53.4,Yes
M,53,Yes,Yes,PRE,101.9,Yes
M,2,Yes,No,POST,59.5,No
F,29,Yes,No,PRE,87.8,No
F,47,No,No,POST,41.9,No
F,68,Yes,Yes,POST,83,Yes
M,12,Yes,No,PRE,69.85,No
F,8,Yes,No,PRE,56.3,No
M,54,Yes,Yes,PRE,109.55,No
M,69,Yes,No,POST,92.15,No
F,26,Yes,Yes,PRE,69.5,No
F,72,Yes,Yes,POST,97,No
F,70,No,No,POST,58.35,No
M,1,Yes,No,PRE,50.6,Yes
M,10,Yes,No,PRE,89.5,Yes
F,28,Yes,No,POST,70.4,No
M,1,Yes,No,PRE,69.8,Yes
F,21,Yes,Yes,PRE,94.3,No
M,51,Yes,Yes,PRE,93.8,Yes
F,53,Yes,No,POST,19.55,No
M,53,Yes,No,POST,95.95,No
M,24,Yes,Yes,PRE,101.05,Yes
F,70,Yes,Yes,POST,94.8,No
M,61,Yes,Yes,POST,107.75,No
F,11,Yes,No,POST,54.6,No
M,2,Yes,No,PRE,71.3,No
M,25,Yes,No,POST,19.5,No
F,41,Yes,Yes,POST,56.3,No
M,18,Yes,Yes,PRE,94.7,Yes
M,72,Yes,Yes,POST,104.15,Yes
F,71,Yes,Yes,POST,90.55,No
F,34,Yes,No,POST,60.8,No
M,29,Yes,No,PRE,98.8,No
M,40,Yes,No,POST,98.15,No
M,36,No,No,POST,35.35,No
F,46,Yes,Yes,POST,103.15,No
F,58,Yes,Yes,POST,107.75,No
M,39,Yes,Yes,POST,81.4,No
M,4,Yes,No,PRE,61.45,Yes
F,52,Yes,Yes,POST,95.7,No
M,70,Yes,Yes,POST,104.8,No
M,65,Yes,No,POST,70.95,No
M,1,Yes,No,PRE,44.95,No
F,70,Yes,Yes,POST,97.65,No
F,29,No,No,PRE,35.65,No
M,1,Yes,No,PRE,90.55,Yes
F,67,Yes,Yes,POST,85.25,No
F,1,Yes,No,PRE,19.5,No
F,26,Yes,No,PRE,88.8,Yes
F,30,Yes,Yes,POST,25.1,No
F,48,Yes,No,PRE,100.05,No
F,55,Yes,No,PRE,55.7,No
M,7,Yes,Yes,PRE,85.2,Yes
M,37,Yes,Yes,PRE,91.15,No
F,31,Yes,No,PRE,83.85,No
M,4,Yes,No,PRE,45.9,No
M,72,Yes,Yes,POST,25.1,No
M,5,Yes,No,PRE,91.4,Yes
M,1,Yes,No,PRE,19.7,No
F,15,Yes,No,PRE,91.5,No
M,8,Yes,No,PRE,51.3,No
F,35,Yes,No,POST,21.1,No
F,56,Yes,Yes,PRE,104.75,No
M,42,Yes,Yes,PRE,106.15,Yes
M,65,Yes,Yes,PRE,85.75,No
F,2,Yes,No,POST,20.3,No
M,65,Yes,Yes,POST,100.75,No
F,18,Yes,Yes,PRE,74.15,No
F,23,Yes,Yes,POST,78.55,No
F,4,Yes,No,PRE,45.3,Yes
M,70,Yes,No,POST,19.85,No
F,4,Yes,Yes,PRE,50.7,No
M,19,Yes,No,PRE,45,No
F,18,Yes,No,PRE,77.8,No
F,38,Yes,No,PRE,83.45,No
M,2,Yes,Yes,PRE,73.25,Yes
M,47,Yes,Yes,POST,94.8,No
F,52,Yes,No,POST,20.1,No
M,9,Yes,Yes,PRE,59.9,No
F,26,Yes,Yes,POST,90.1,No
M,8,Yes,No,PRE,51.05,Yes
M,44,Yes,No,POST,70.95,No
F,3,No,No,PRE,29.2,No
M,2,Yes,No,PRE,46.6,No
F,9,Yes,Yes,PRE,85.35,Yes
M,1,Yes,Yes,PRE,75.35,Yes
M,25,Yes,No,PRE,74.3,No
F,2,Yes,No,PRE,69.3,No
M,43,Yes,No,PRE,75.2,Yes
F,1,Yes,No,PRE,20.9,Yes
F,58,Yes,Yes,POST,94.3,No
F,59,Yes,Yes,POST,76.45,No
M,44,No,No,POST,54,No
M,66,Yes,Yes,POST,104.25,No
M,68,Yes,No,POST,19.95,No
M,9,No,No,PRE,24.95,No
M,19,Yes,Yes,PRE,84.75,No
M,4,Yes,No,PRE,19.75,No
F,70,Yes,Yes,POST,113.65,No
M,1,Yes,No,PRE,44.9,No
F,8,Yes,Yes,PRE,75.25,No
M,53,Yes,Yes,POST,24.6,No
M,51,Yes,Yes,POST,25,No
M,11,Yes,No,PRE,20.95,No
M,60,Yes,Yes,POST,110.6,No
M,17,Yes,No,PRE,55.5,No
M,3,Yes,No,PRE,43.3,Yes
M,70,Yes,No,POST,109.5,Yes
M,1,Yes,No,PRE,19.45,No
M,43,Yes,Yes,PRE,84.85,No
F,16,Yes,No,PRE,19.6,No
F,57,Yes,No,POST,53.45,No
M,37,Yes,No,POST,19.8,No
F,72,Yes,Yes,POST,112.1,No
F,11,Yes,Yes,PRE,84.8,Yes
F,50,Yes,Yes,PRE,95.05,Yes
M,5,Yes,No,PRE,50.35,Yes
M,1,Yes,Yes,PRE,74.6,Yes
M,16,Yes,No,PRE,19.7,Yes
M,2,Yes,No,PRE,74.2,No
F,17,Yes,Yes,PRE,69,No
F,16,Yes,No,POST,19.35,No
F,15,Yes,No,PRE,59.45,Yes
F,10,Yes,No,POST,19.8,No
F,46,Yes,No,POST,105.2,Yes
M,64,Yes,Yes,POST,109.2,No
F,1,Yes,Yes,PRE,79.15,No
M,25,Yes,No,POST,53.65,No
M,71,Yes,No,POST,100.2,No
M,8,Yes,No,PRE,45.15,Yes
F,72,Yes,No,POST,108.65,No
F,49,No,No,PRE,40.65,No
M,29,No,No,POST,55.35,No
M,72,Yes,Yes,POST,105.6,No
M,31,Yes,Yes,PRE,93.8,Yes
F,50,Yes,Yes,PRE,95.7,No
M,71,Yes,Yes,POST,83.2,No
M,70,Yes,Yes,POST,90.05,No
M,71,Yes,Yes,POST,97.65,No
M,61,Yes,No,POST,68.05,No
M,32,Yes,No,PRE,96.2,Yes
F,1,Yes,No,PRE,79.6,Yes
M,68,Yes,Yes,POST,102.1,No
M,62,Yes,Yes,POST,23.4,No
F,7,Yes,No,PRE,71.05,No
M,20,Yes,Yes,PRE,85.25,Yes
M,6,Yes,No,POST,19.45,No
F,33,No,No,PRE,59.45,No
M,28,Yes,Yes,POST,92.2,No
M,27,Yes,No,POST,19.85,No
M,7,Yes,No,PRE,43.9,No
M,26,Yes,Yes,PRE,80.5,Yes
M,5,Yes,Yes,PRE,89.8,Yes
M,30,Yes,Yes,PRE,90.5,No
M,63,Yes,Yes,POST,90.45,No
M,1,Yes,No,PRE,50.75,Yes
F,53,Yes,Yes,POST,84.6,No
F,14,Yes,No,PRE,89.65,Yes
F,21,Yes,No,PRE,99.15,No
M,17,Yes,No,POST,19.95,No
M,16,Yes,No,POST,20.5,No
F,35,Yes,No,PRE,62.1,No
F,32,Yes,No,PRE,79.5,No
F,28,Yes,No,PRE,19.55,No
F,1,Yes,No,PRE,20.35,No
M,59,No,No,PRE,51.7,No
F,72,Yes,Yes,POST,23.3,No
M,36,Yes,No,POST,65.4,Yes
F,40,Yes,No,PRE,65.1,No
M,40,Yes,Yes,PRE,81.2,No
F,9,Yes,No,PRE,72.9,Yes
M,63,Yes,No,POST,74.5,No
F,3,Yes,No,PRE,80.5,No
M,40,No,No,POST,60.3,No
M,8,Yes,No,PRE,75,No
M,34,Yes,No,POST,90.15,No
M,5,No,No,PRE,40,Yes
M,9,Yes,Yes,PRE,99.45,Yes
M,9,Yes,Yes,PRE,69.05,No
M,31,Yes,Yes,PRE,59.7,No
F,50,Yes,No,POST,19.85,No
F,2,Yes,No,PRE,86.25,Yes
F,1,Yes,No,PRE,45.65,Yes
M,8,Yes,No,PRE,70.1,Yes
F,9,No,No,PRE,40.75,No
F,2,Yes,No,PRE,70.2,Yes
F,3,Yes,No,PRE,55.35,Yes
M,25,Yes,No,PRE,95.7,No
M,1,Yes,No,PRE,46.3,No
F,45,Yes,Yes,PRE,81.3,No
M,51,Yes,Yes,PRE,84.2,Yes
F,55,Yes,No,PRE,20,No
F,38,Yes,Yes,PRE,66.15,No
M,2,Yes,No,PRE,45.85,Yes
M,38,Yes,No,PRE,19.6,No
M,34,Yes,No,PRE,49.8,No
F,70,Yes,Yes,POST,101.75,No
F,13,Yes,No,POST,55.15,No
M,39,Yes,Yes,PRE,75.25,Yes
F,61,Yes,Yes,POST,103.95,No
F,12,Yes,Yes,PRE,100.15,Yes
M,41,Yes,No,POST,99.65,No
M,21,Yes,Yes,PRE,73.7,No
M,55,No,No,POST,50.05,No
M,69,No,No,POST,60.25,No
M,26,Yes,Yes,PRE,105.75,Yes
F,69,Yes,No,POST,87.3,No
F,18,No,No,PRE,48.35,Yes
M,47,Yes,Yes,PRE,54.25,No
F,72,Yes,No,POST,85.3,No
M,33,No,No,PRE,50,No
F,2,No,No,PRE,24.4,Yes
F,72,Yes,Yes,POST,90.95,No
M,37,Yes,No,PRE,72.25,No
F,62,Yes,Yes,PRE,96.1,No
F,71,Yes,No,POST,19.85,No
M,23,Yes,No,PRE,55.3,No
F,16,Yes,No,POST,20.1,No
M,9,Yes,No,PRE,69.5,No
M,17,Yes,Yes,POST,25.15,No
F,4,Yes,No,PRE,20.95,Yes
F,1,Yes,No,PRE,49.55,Yes
F,24,Yes,Yes,PRE,79.65,No
F,1,Yes,No,PRE,71.25,No
M,72,Yes,Yes,POST,113.8,No
F,72,Yes,Yes,POST,24.55,No
F,11,Yes,No,PRE,19.7,No
M,9,Yes,No,PRE,20.25,Yes
F,2,Yes,No,PRE,50.15,Yes
F,60,Yes,Yes,POST,100.5,No
M,29,Yes,Yes,PRE,95.9,Yes
F,49,Yes,No,POST,74.45,No
F,30,Yes,Yes,PRE,104.1,No
F,53,Yes,No,POST,19.05,No
M,39,Yes,Yes,POST,25,No
F,9,Yes,No,PRE,19.05,No
M,39,Yes,No,POST,81.9,No
M,8,Yes,No,PRE,69.7,No
F,51,Yes,Yes,POST,90.15,No
M,71,Yes,Yes,POST,25.35,No
M,71,Yes,Yes,POST,24.65,No
F,70,Yes,No,POST,19.55,No
F,1,No,No,PRE,25.25,Yes
M,38,No,No,POST,60,No
F,28,Yes,No,PRE,89.9,No
F,32,Yes,No,PRE,19.4,No
M,49,Yes,No,POST,49.8,No
F,37,Yes,Yes,POST,24.1,No
F,10,Yes,No,PRE,54.25,No
M,67,Yes,Yes,POST,109.9,No
M,7,No,No,POST,35.5,No
F,51,Yes,No,POST,87.55,No
F,9,Yes,No,PRE,45.15,Yes
F,9,Yes,No,PRE,88.4,No
M,4,Yes,No,PRE,50.8,No
M,71,Yes,Yes,POST,99,No
F,50,Yes,Yes,PRE,84.4,Yes
F,24,Yes,No,POST,96.55,No
M,22,Yes,No,POST,59.75,No
M,44,Yes,Yes,PRE,111.5,No
F,33,Yes,Yes,PRE,24.25,No
F,1,Yes,Yes,PRE,75.1,Yes
F,54,Yes,Yes,POST,70.15,Yes
M,42,Yes,Yes,PRE,101.75,Yes
F,1,Yes,No,PRE,45.8,Yes
F,1,Yes,No,PRE,20.5,No
M,30,Yes,No,POST,70.4,No
F,1,No,No,PRE,30.55,No
M,16,Yes,Yes,PRE,84.9,No
M,1,Yes,No,PRE,20.1,Yes
M,9,No,No,PRE,40.65,Yes
M,46,Yes,Yes,PRE,101,Yes
M,1,Yes,No,PRE,69.1,Yes
M,71,Yes,No,POST,54.5,No
M,43,Yes,Yes,PRE,75.35,No
M,50,No,No,POST,44.45,No
F,13,Yes,Yes,PRE,75,Yes
M,19,Yes,No,POST,100,Yes
F,41,Yes,Yes,PRE,98.05,No
F,1,Yes,No,PRE,71.15,Yes
F,24,No,No,PRE,54.15,Yes
F,40,Yes,Yes,POST,63.9,No
F,3,Yes,Yes,PRE,69.15,No
F,37,Yes,Yes,POST,64.65,No
F,67,Yes,Yes,POST,108.75,Yes
F,32,Yes,Yes,PRE,98.85,No
F,6,Yes,No,PRE,49.15,Yes
F,32,Yes,Yes,PRE,89.6,No
F,59,Yes,Yes,PRE,83.25,No
F,30,Yes,No,POST,70.25,No
M,20,Yes,No,PRE,19.4,Yes
F,27,Yes,Yes,POST,24.5,No
F,20,Yes,Yes,PRE,79.15,Yes
M,9,Yes,No,POST,20.1,No
F,68,Yes,Yes,POST,73,No
F,69,Yes,Yes,POST,61.4,No
M,26,Yes,Yes,PRE,84.3,No
M,69,Yes,No,POST,19.9,No
M,11,Yes,No,POST,20.4,No
M,1,Yes,Yes,PRE,50.75,No
M,10,Yes,No,POST,20.45,No
F,55,Yes,Yes,POST,75.75,No
M,44,Yes,No,POST,65.4,No
M,46,Yes,No,PRE,80.4,Yes
M,69,Yes,No,POST,59.75,No
M,11,Yes,No,PRE,78.5,No
F,11,Yes,Yes,PRE,102,Yes
M,29,Yes,No,PRE,48.95,No
F,57,Yes,Yes,PRE,99.65,No
M,28,Yes,No,POST,18.25,No
F,42,Yes,No,PRE,54.55,No
F,2,Yes,No,PRE,20.65,Yes
M,23,No,No,POST,40.65,No
F,18,Yes,No,PRE,20.45,No
M,62,Yes,Yes,POST,24.8,No
F,1,Yes,No,PRE,70.8,Yes
M,16,Yes,Yes,PRE,89.05,Yes
F,3,Yes,Yes,PRE,96.6,Yes
M,67,Yes,Yes,POST,88.8,No
M,62,Yes,No,POST,20.05,No
F,57,Yes,Yes,PRE,104.5,Yes
M,2,Yes,No,PRE,69.8,No
F,23,Yes,Yes,POST,77.15,No
F,25,No,No,POST,35.05,No
F,72,Yes,Yes,POST,108.1,No
F,2,Yes,Yes,PRE,84.05,No
F,8,Yes,No,POST,20.2,No
F,5,Yes,Yes,PRE,50.6,Yes
M,35,No,No,PRE,49.2,No
M,24,Yes,Yes,POST,24.6,No
F,2,Yes,No,PRE,71.65,No
M,72,Yes,Yes,POST,104.9,No
F,41,Yes,Yes,PRE,106.5,No
M,4,Yes,No,PRE,49.35,Yes
M,26,Yes,No,POST,75.5,No
M,7,Yes,No,PRE,94.25,Yes
F,1,Yes,No,PRE,68.95,Yes
F,4,Yes,Yes,PRE,58.5,No
M,48,Yes,No,POST,78.9,No
M,2,Yes,Yes,PRE,93.85,Yes
F,12,Yes,No,POST,79.2,No
M,60,Yes,Yes,PRE,109.45,No
M,55,Yes,No,POST,59.2,No
M,1,No,No,PRE,29.15,No
M,1,Yes,No,PRE,20.05,No
M,4,Yes,Yes,PRE,76.05,Yes
M,1,No,No,PRE,24.45,Yes
F,42,Yes,No,POST,66.5,No
F,1,Yes,No,PRE,49.55,No
M,7,Yes,Yes,PRE,89.35,Yes
M,3,Yes,No,PRE,73.6,No
F,72,Yes,Yes,POST,82.65,No
M,15,Yes,Yes,PRE,49,No
M,4,Yes,No,PRE,80.35,Yes
F,11,Yes,Yes,POST,25.2,No
F,5,Yes,Yes,PRE,25.45,No
F,1,Yes,No,PRE,55.8,Yes
M,72,Yes,Yes,POST,110.9,No
F,55,Yes,Yes,PRE,77.75,No
F,40,Yes,Yes,PRE,26.2,No
F,57,Yes,No,POST,19.9,No
M,1,Yes,No,PRE,79.05,Yes
M,1,Yes,No,PRE,95,Yes
F,1,No,No,PRE,25.2,Yes
M,52,Yes,Yes,POST,80.85,No
M,41,Yes,Yes,PRE,98.4,Yes
M,43,Yes,No,POST,56.35,No
F,47,Yes,No,POST,19.3,No
M,3,Yes,Yes,PRE,50.4,No
M,66,Yes,Yes,POST,79.4,Yes
M,55,Yes,No,POST,55.25,No
M,29,Yes,No,POST,19.1,No
F,12,Yes,Yes,PRE,84.05,No
F,66,Yes,Yes,PRE,105.2,No
M,35,Yes,Yes,PRE,101.4,Yes
M,10,Yes,Yes,PRE,89.8,Yes
M,27,Yes,Yes,PRE,75.75,No
F,58,Yes,No,PRE,95.3,No
M,54,Yes,No,POST,109.75,Yes
M,9,Yes,No,PRE,19.85,No
M,2,Yes,No,POST,19.3,Yes
M,6,Yes,No,PRE,69.1,No
F,26,Yes,No,PRE,91.25,Yes
F,9,Yes,No,PRE,20.25,No
M,8,Yes,No,PRE,54.75,No
M,12,Yes,No,PRE,81.45,No
F,15,Yes,Yes,PRE,49.1,Yes
M,43,Yes,Yes,POST,80.2,No
M,42,Yes,Yes,PRE,100.3,No
F,31,Yes,Yes,PRE,65.25,Yes
F,66,Yes,Yes,POST,90.95,No
F,18,Yes,Yes,PRE,85.45,Yes
M,1,Yes,No,PRE,20,No
M,61,Yes,Yes,POST,94.1,Yes
M,10,Yes,Yes,PRE,79.85,No
M,1,Yes,No,PRE,71.65,Yes
F,18,Yes,No,PRE,73.55,No
M,24,Yes,Yes,PRE,104.65,Yes
F,3,Yes,No,PRE,19.3,No
M,50,Yes,No,POST,20.15,No
M,1,Yes,No,PRE,44.55,No
M,2,Yes,No,PRE,54.45,No
M,17,Yes,No,POST,19.65,No
M,69,Yes,Yes,POST,105,No
M,72,Yes,Yes,POST,88.7,No
F,3,Yes,Yes,PRE,74.25,Yes
M,50,Yes,Yes,POST,75.15,No
F,53,Yes,No,POST,20.25,No
F,58,Yes,Yes,POST,109.1,No
M,46,No,No,POST,30.75,No
M,72,Yes,Yes,PRE,112.9,No
F,1,Yes,Yes,PRE,74.2,Yes
F,6,Yes,Yes,PRE,94.05,No
M,72,Yes,Yes,POST,78.85,No
M,4,Yes,No,PRE,55.3,No
F,52,Yes,No,POST,19.35,No
M,0,Yes,Yes,POST,25.35,No
F,2,Yes,No,POST,20.45,No
F,65,Yes,No,POST,19.35,No
M,43,Yes,Yes,PRE,101,Yes
M,4,Yes,Yes,PRE,100.2,Yes
M,25,Yes,Yes,POST,89.05,Yes
F,51,Yes,Yes,POST,78.65,No
M,12,Yes,Yes,PRE,74.75,No
F,57,Yes,No,POST,70.1,Yes
F,24,Yes,No,POST,19.9,No
F,64,Yes,Yes,POST,58.35,No
F,4,Yes,No,POST,105.65,Yes
F,26,Yes,Yes,PRE,100.5,No
F,15,Yes,No,PRE,20.05,No
M,64,Yes,Yes,POST,25.65,No
M,36,Yes,Yes,PRE,96.5,Yes
F,27,Yes,Yes,PRE,95,No
M,1,Yes,No,PRE,70.85,Yes
F,35,Yes,Yes,POST,85.95,Yes
M,4,Yes,No,PRE,73.9,Yes
F,8,Yes,No,PRE,45.45,No
M,10,Yes,No,PRE,20,No
F,2,Yes,No,PRE,49.2,No
F,58,Yes,Yes,POST,109.45,Yes
M,51,Yes,No,POST,83.25,No
F,46,Yes,No,POST,19.25,No
M,1,Yes,No,PRE,19.65,No
M,46,Yes,Yes,PRE,72.8,No
F,50,Yes,Yes,PRE,109.65,No
M,53,Yes,No,PRE,65,No
M,61,Yes,Yes,PRE,114.1,No
M,5,Yes,No,PRE,20.65,No
M,47,Yes,No,POST,86.95,No
F,54,Yes,Yes,POST,94.75,No
M,19,No,No,PRE,25.35,No
F,26,Yes,No,POST,105.45,No
M,70,Yes,Yes,POST,25.4,No
M,17,Yes,Yes,PRE,102.55,No
F,30,Yes,Yes,PRE,100.2,Yes
F,1,Yes,Yes,PRE,24,No
F,19,Yes,Yes,POST,25.6,No
F,26,Yes,No,POST,73.5,No
F,21,Yes,No,PRE,74.05,Yes
M,50,Yes,Yes,POST,98.25,No
F,68,No,No,POST,54.4,No
M,3,Yes,Yes,PRE,101.55,Yes
M,9,Yes,No,PRE,103.1,No
F,51,No,No,POST,34.2,No
F,9,Yes,No,PRE,43.75,No
M,41,Yes,Yes,POST,111.95,Yes
M,22,Yes,Yes,PRE,100.65,No
F,21,No,No,POST,55.95,Yes
M,71,Yes,Yes,POST,116.05,No
M,1,Yes,No,PRE,45.75,Yes
M,26,Yes,Yes,POST,82,No
M,71,Yes,Yes,POST,65.15,No
M,4,Yes,No,PRE,44.8,No
F,12,Yes,Yes,PRE,79.8,No
F,18,Yes,Yes,PRE,88.85,No
F,3,Yes,Yes,PRE,74.95,No
F,72,Yes,Yes,POST,106.85,No
M,11,Yes,No,PRE,74.95,Yes
F,1,Yes,No,PRE,80.15,Yes
M,13,Yes,No,POST,19.3,No
F,72,Yes,Yes,POST,109.25,Yes
M,42,Yes,Yes,POST,56.1,No
F,17,Yes,No,PRE,19.7,No
F,7,Yes,No,PRE,51.3,No
F,68,Yes,Yes,POST,118.6,No
M,56,Yes,Yes,POST,24.15,No
F,38,Yes,No,POST,20.3,No
F,72,Yes,Yes,POST,115.5,No
F,48,Yes,Yes,POST,25.05,No
F,52,Yes,Yes,PRE,109.1,No
F,35,Yes,No,POST,19.65,No
M,67,Yes,Yes,POST,111.3,No
F,1,No,No,PRE,29.9,No
M,53,Yes,No,PRE,80.6,No
M,34,Yes,No,PRE,20.8,No
F,3,No,No,PRE,35.2,Yes
F,1,Yes,No,PRE,78.8,Yes
M,19,Yes,No,PRE,89.95,No
F,60,Yes,Yes,POST,116.05,No
M,11,Yes,No,POST,19.55,No
F,47,Yes,Yes,PRE,106.4,Yes
M,18,Yes,No,PRE,49.4,Yes
F,60,Yes,Yes,POST,115.25,No
M,72,Yes,Yes,POST,24.8,No
M,39,Yes,No,POST,19.9,No
F,59,Yes,No,POST,81.25,No
M,2,Yes,No,PRE,69.95,No
M,1,Yes,No,PRE,69.1,Yes
M,20,Yes,No,PRE,90.2,Yes
F,6,Yes,Yes,PRE,93.55,Yes
M,71,Yes,Yes,POST,86.4,No
F,24,Yes,Yes,PRE,66.3,No
M,67,Yes,Yes,PRE,94.65,No
M,1,Yes,No,PRE,80.85,Yes
F,48,Yes,Yes,POST,82.05,Yes
F,37,Yes,Yes,POST,72.1,No
M,11,No,No,PRE,34.7,No
M,3,Yes,No,PRE,20.55,Yes
F,18,Yes,No,PRE,95.95,No
M,50,Yes,No,POST,44.8,No
F,67,Yes,Yes,POST,109.4,No
F,25,Yes,No,PRE,71.05,No
F,2,Yes,Yes,PRE,78.55,Yes
M,9,Yes,No,PRE,19.7,No
F,10,No,No,POST,40.25,No
F,70,Yes,No,POST,19.85,No
M,9,Yes,No,PRE,68.25,No
F,4,Yes,No,PRE,20.15,No
F,2,Yes,No,PRE,50.95,No
F,1,Yes,No,PRE,78.65,Yes
M,19,No,No,PRE,25.15,No
M,7,Yes,No,PRE,20.25,No
M,1,Yes,No,PRE,42.9,Yes
M,1,Yes,No,PRE,44,No
F,9,Yes,No,POST,20.25,No
F,3,No,No,PRE,34.25,Yes
F,9,No,No,PRE,58.5,Yes
F,5,Yes,No,PRE,55.8,No
F,56,Yes,No,POST,88.9,No
F,18,Yes,Yes,PRE,57.65,No
M,49,Yes,Yes,PRE,96.2,Yes
M,70,Yes,Yes,POST,79.15,No
F,72,Yes,Yes,POST,108.05,No
F,6,Yes,No,PRE,74.4,Yes
M,17,Yes,Yes,PRE,94.8,No
M,29,No,No,PRE,45.9,No
F,6,Yes,Yes,PRE,105.3,Yes
M,63,Yes,Yes,POST,102.6,No
M,16,Yes,Yes,PRE,73.85,Yes
M,59,Yes,No,POST,61.35,No
F,3,Yes,No,PRE,57.55,No
F,8,No,No,PRE,29.25,No
F,7,Yes,Yes,PRE,84.55,Yes
F,68,Yes,No,POST,19.6,No
F,68,Yes,Yes,POST,111.75,No
F,52,Yes,Yes,POST,106.5,No
M,72,Yes,Yes,POST,107.7,No
F,32,Yes,No,POST,19.3,No
F,72,Yes,No,POST,20.05,No
M,1,Yes,No,PRE,69.95,No
M,42,Yes,No,POST,63.7,No
F,25,Yes,Yes,POST,24.75,Yes
M,45,Yes,No,PRE,50.9,No
F,43,No,No,POST,60.4,No
M,37,Yes,Yes,POST,79.25,No
F,20,Yes,Yes,PRE,85.8,Yes
F,4,No,No,PRE,24.45,Yes
M,63,Yes,No,POST,110.1,No
M,3,Yes,No,PRE,90.7,No
M,66,Yes,Yes,POST,25.3,No
M,28,Yes,Yes,PRE,105.7,Yes
F,8,Yes,Yes,PRE,85.2,No
M,71,Yes,Yes,POST,24.35,No
M,1,No,No,PRE,24.25,Yes
F,72,Yes,Yes,POST,25.1,No
M,16,Yes,No,PRE,54.55,No
M,66,Yes,Yes,POST,96.6,No
F,11,Yes,Yes,PRE,76.5,Yes
M,51,Yes,Yes,POST,81.15,No
F,8,No,No,PRE,38.5,No
M,14,Yes,No,PRE,92.9,No
F,4,Yes,Yes,PRE,93.5,Yes
F,70,Yes,Yes,POST,84.7,No
F,70,Yes,Yes,POST,66,No
F,54,Yes,Yes,POST,101.5,Yes
M,28,Yes,No,PRE,74.9,Yes
M,24,Yes,No,POST,20.75,No
F,69,Yes,No,POST,61.45,No
M,42,Yes,No,PRE,54.5,No
F,2,Yes,No,PRE,69.6,Yes
F,39,Yes,Yes,PRE,99.75,No
M,45,Yes,Yes,POST,109.75,No
M,72,Yes,Yes,POST,80.85,No
F,38,Yes,No,POST,20.3,No
M,72,Yes,Yes,POST,67.8,No
M,1,Yes,Yes,PRE,24.05,Yes
M,72,Yes,No,POST,19.8,No
M,55,Yes,Yes,POST,25.7,No
F,51,No,No,POST,56.15,No
M,63,Yes,No,POST,86.7,No
F,1,Yes,No,PRE,20.4,No
F,23,Yes,No,POST,19.65,No
F,1,Yes,No,PRE,50.55,Yes
F,2,Yes,Yes,PRE,54.35,No
F,52,Yes,Yes,PRE,108.1,No
F,36,Yes,Yes,POST,54.45,No
F,1,Yes,No,PRE,45.35,No
F,28,Yes,Yes,POST,59,No
F,7,Yes,No,POST,69.45,No
M,14,Yes,Yes,PRE,100.55,Yes
M,72,No,No,POST,64.95,No
F,1,Yes,No,PRE,20.5,Yes
F,10,Yes,No,PRE,18.85,No
M,42,Yes,No,POST,19.8,No
F,7,No,No,PRE,25.05,No
M,4,Yes,No,PRE,74.8,Yes
M,72,Yes,Yes,POST,114.3,No
F,20,No,No,PRE,24.45,Yes
M,63,Yes,No,POST,109.2,No
F,56,No,No,POST,45.05,No
F,5,Yes,No,PRE,51,No
F,72,Yes,Yes,POST,110.45,No
M,68,Yes,Yes,PRE,84.65,No
M,67,Yes,No,POST,60.05,No
M,8,Yes,No,PRE,44.65,No
M,52,Yes,Yes,PRE,93.25,No
F,18,Yes,No,PRE,20.25,No
F,59,Yes,Yes,POST,25.45,No
F,60,Yes,No,POST,20.6,No
M,7,Yes,Yes,PRE,94.1,No
M,59,No,No,POST,34.8,No
M,46,No,No,POST,60.75,No
M,5,Yes,No,PRE,51.35,No
M,59,No,No,POST,64.05,No
F,70,Yes,Yes,POST,84.8,No
F,14,Yes,No,PRE,71,Yes
F,44,Yes,Yes,PRE,50.15,No
F,64,Yes,Yes,POST,94.6,No
F,58,No,No,POST,59.75,No
F,46,Yes,Yes,POST,100.25,No
M,58,Yes,Yes,PRE,98.9,No
F,72,Yes,Yes,POST,97.7,No
F,30,No,No,PRE,40.3,Yes
M,11,Yes,Yes,PRE,60.25,No
F,34,No,No,PRE,56.25,No
M,54,No,No,POST,46.2,No
F,3,No,No,PRE,50.6,Yes
F,72,Yes,Yes,POST,24.9,No
